team_name,team_id,place_rank,category,score,percent_judges_certified,name,competition_id,location,state,start_date
porknader's,7656,21,brisket,152.5256,100,Smoke 'N Coasters at Worlds of Fun,2332,"Kansas City, MO",MO,2010-09-10
ranger creek,7657,24,overall,590.732,100,Smoke 'N Coasters at Worlds of Fun,2332,"Kansas City, MO",MO,2010-09-10
ranger creek,7657,25,chicken,142.846,100,Smoke 'N Coasters at Worlds of Fun,2332,"Kansas City, MO",MO,2010-09-10
ranger creek,7657,24,pork ribs,130.2288,100,Smoke 'N Coasters at Worlds of Fun,2332,"Kansas City, MO",MO,2010-09-10
ranger creek,7657,6,pork,169.7372,100,Smoke 'N Coasters at Worlds of Fun,2332,"Kansas City, MO",MO,2010-09-10
ranger creek,7657,22,brisket,147.92,100,Smoke 'N Coasters at Worlds of Fun,2332,"Kansas City, MO",MO,2010-09-10
sonburst,7658,25,overall,586.7768,100,Smoke 'N Coasters at Worlds of Fun,2332,"Kansas City, MO",MO,2010-09-10
sonburst,7658,14,chicken,168.5828,100,Smoke 'N Coasters at Worlds of Fun,2332,"Kansas City, MO",MO,2010-09-10
sonburst,7658,23,pork ribs,145.6912,100,Smoke 'N Coasters at Worlds of Fun,2332,"Kansas City, MO",MO,2010-09-10
sonburst,7658,26,pork,134.8228,100,Smoke 'N Coasters at Worlds of Fun,2332,"Kansas City, MO",MO,2010-09-10
sonburst,7658,24,brisket,137.68,100,Smoke 'N Coasters at Worlds of Fun,2332,"Kansas City, MO",MO,2010-09-10
SMOKIN TRIGGERS,215,2,overall,688.64,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SMOKIN TRIGGERS,215,11,chicken,165.1656,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SMOKIN TRIGGERS,215,1,pork ribs,177.7144,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SMOKIN TRIGGERS,215,5,pork,173.1772,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SMOKIN TRIGGERS,215,4,brisket,172.5828,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
WILD HOGS BBQ,385,26,overall,630.7428,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
WILD HOGS BBQ,385,37,chicken,141.0972,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
WILD HOGS BBQ,385,17,pork ribs,165.7028,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
WILD HOGS BBQ,385,15,pork,165.1544,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
WILD HOGS BBQ,385,22,brisket,158.7884,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
GQUE,476,10,overall,666.8112,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
GQUE,476,25,chicken,157.6912,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
GQUE,476,8,pork ribs,170.2744,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
GQUE,476,12,pork,167.44,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
GQUE,476,5,brisket,171.4056,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BACKDRAFT BBQ,486,15,overall,651.8396,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BACKDRAFT BBQ,486,10,chicken,166.8228,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BACKDRAFT BBQ,486,18,pork ribs,165.68,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BACKDRAFT BBQ,486,31,pork,152.5256,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BACKDRAFT BBQ,486,10,brisket,166.8112,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SCORCH AND RESQUE,495,19,overall,644.434,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SCORCH AND RESQUE,495,4,chicken,170.8456,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SCORCH AND RESQUE,495,10,pork ribs,168,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SCORCH AND RESQUE,495,26,pork,155.3484,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SCORCH AND RESQUE,495,27,brisket,150.24,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
LITTLE PIG TOWN BBQ,519,1,overall,695.9772,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
LITTLE PIG TOWN BBQ,519,3,chicken,171.9772,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
LITTLE PIG TOWN BBQ,519,2,pork ribs,177.7144,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
LITTLE PIG TOWN BBQ,519,2,pork,175.44,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
LITTLE PIG TOWN BBQ,519,6,brisket,170.8456,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
2-CAN-Q,521,8,overall,669.7148,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
2-CAN-Q,521,13,chicken,165.0972,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
2-CAN-Q,521,20,pork ribs,165.1316,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
2-CAN-Q,521,14,pork,166.8916,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
2-CAN-Q,521,3,brisket,172.5944,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SWEET PEPPERS,522,7,overall,675.4056,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SWEET PEPPERS,522,6,chicken,169.1428,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SWEET PEPPERS,522,7,pork ribs,170.8572,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SWEET PEPPERS,522,9,pork,169.7028,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SWEET PEPPERS,522,14,brisket,165.7028,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
THE AMERICAN DREAM BBQ,523,3,overall,688.5716,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
THE AMERICAN DREAM BBQ,523,7,chicken,169.1316,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
THE AMERICAN DREAM BBQ,523,11,pork ribs,167.9656,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
THE AMERICAN DREAM BBQ,523,7,pork,171.4744,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
THE AMERICAN DREAM BBQ,523,1,brisket,180,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
4 LEGS UP BBQ,525,12,overall,660.4688,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
4 LEGS UP BBQ,525,20,chicken,159.36,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
4 LEGS UP BBQ,525,21,pork ribs,164.5372,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
4 LEGS UP BBQ,525,4,pork,174.3088,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
4 LEGS UP BBQ,525,19,brisket,162.2628,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
4 LEGS UP BBQ,525,2,dessert,176,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BUTCHER BBQ,529,6,overall,676.4916,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BUTCHER BBQ,529,8,chicken,168.56,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BUTCHER BBQ,529,28,pork ribs,158.8116,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BUTCHER BBQ,529,6,pork,172.56,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BUTCHER BBQ,529,2,brisket,176.56,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SUNDANCER BBQ,535,5,overall,681.1884,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SUNDANCER BBQ,535,1,chicken,177.1428,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SUNDANCER BBQ,535,16,pork ribs,165.76,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SUNDANCER BBQ,535,11,pork,168,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SUNDANCER BBQ,535,7,brisket,170.2856,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BLACK BETTY BBQ,541,18,overall,646.0796,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BLACK BETTY BBQ,541,29,chicken,157.0512,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BLACK BETTY BBQ,541,29,pork ribs,157.6456,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BLACK BETTY BBQ,541,16,pork,165.12,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BLACK BETTY BBQ,541,12,brisket,166.2628,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BLACK BETTY BBQ,541,10,anything butt,158.8688,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BLACK BETTY BBQ,541,1,dessert,178.8572,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
DJS SMOKIN' BBQ,548,13,overall,658.2168,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
DJS SMOKIN' BBQ,548,2,chicken,172.56,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
DJS SMOKIN' BBQ,548,6,pork ribs,171.4284,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
DJS SMOKIN' BBQ,548,33,pork,150.8112,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
DJS SMOKIN' BBQ,548,17,brisket,163.4172,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
DJS SMOKIN' BBQ,548,8,dessert,166.2284,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
I Que For You,568,37,overall,584.5936,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
I Que For You,568,38,chicken,139.9768,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
I Que For You,568,35,pork ribs,145.1772,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
I Que For You,568,28,pork,153.1656,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
I Que For You,568,32,brisket,146.274,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
I Que For You,568,13,anything butt,146.8228,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
PIG IN A PIT,572,33,overall,613.0856,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
PIG IN A PIT,572,19,chicken,159.3828,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
PIG IN A PIT,572,27,pork ribs,158.8572,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
PIG IN A PIT,572,34,pork,149.7256,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
PIG IN A PIT,572,34,brisket,145.12,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
PIG IN A PIT,572,2,anything butt,171.4172,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
PIG IN A PIT,572,4,dessert,173.1428,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ZZYZX BAR.B.Q,630,4,overall,682.8228,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ZZYZX BAR.B.Q,630,5,chicken,170.8456,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ZZYZX BAR.B.Q,630,12,pork ribs,167.4172,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ZZYZX BAR.B.Q,630,1,pork,176,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ZZYZX BAR.B.Q,630,8,brisket,168.56,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BAM BAMS BBQ,848,23,overall,637.1204,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BAM BAMS BBQ,848,17,chicken,159.9888,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BAM BAMS BBQ,848,19,pork ribs,165.1544,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BAM BAMS BBQ,848,17,pork,164.56,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BAM BAMS BBQ,848,31,brisket,147.4172,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SMOKIN TIMBERS BBQ,1280,21,overall,641.0740000000001,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SMOKIN TIMBERS BBQ,1280,12,chicken,165.12,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SMOKIN TIMBERS BBQ,1280,31,pork ribs,156,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SMOKIN TIMBERS BBQ,1280,10,pork,168.5484,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SMOKIN TIMBERS BBQ,1280,26,brisket,151.4056,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SMOKE'N ICE,1568,14,overall,654.2632,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SMOKE'N ICE,1568,24,chicken,157.6916,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SMOKE'N ICE,1568,30,pork ribs,156.5488,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SMOKE'N ICE,1568,3,pork,175.44,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SMOKE'N ICE,1568,15,brisket,164.5828,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SMOKE'N ICE,1568,9,anything butt,163.3828,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
SMOKE'N ICE,1568,6,dessert,170.8228,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BIG PIG BBQ,1656,30,overall,616.5484,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BIG PIG BBQ,1656,36,chicken,141.1084,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BIG PIG BBQ,1656,23,pork ribs,163.4056,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BIG PIG BBQ,1656,18,pork,162.88,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BIG PIG BBQ,1656,28,brisket,149.1544,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BIG PIG BBQ,1656,5,anything butt,168.64,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
BIG PIG BBQ,1656,12,dessert,150.2628,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
HIGH DESERT HOLY SMOKE BBQ,1689,16,overall,649.1772,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
HIGH DESERT HOLY SMOKE BBQ,1689,27,chicken,157.1428,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
HIGH DESERT HOLY SMOKE BBQ,1689,4,pork ribs,173.7372,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
HIGH DESERT HOLY SMOKE BBQ,1689,30,pork,152.56,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
HIGH DESERT HOLY SMOKE BBQ,1689,13,brisket,165.7372,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
HIGH DESERT HOLY SMOKE BBQ,1689,1,anything butt,173.1428,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
HIGH DESERT HOLY SMOKE BBQ,1689,11,dessert,158.24,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ROCK N SMOKE,1691,11,overall,661.0972,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ROCK N SMOKE,1691,9,chicken,166.88,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ROCK N SMOKE,1691,15,pork ribs,166.2628,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ROCK N SMOKE,1691,22,pork,159.9772,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ROCK N SMOKE,1691,9,brisket,167.9772,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ROCK N SMOKE,1691,4,anything butt,169.7144,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
brooks house of bbq,4407,31,overall,614.2856,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
brooks house of bbq,4407,18,chicken,159.4172,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
brooks house of bbq,4407,26,pork ribs,158.8572,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
brooks house of bbq,4407,21,pork,160.0228,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
brooks house of bbq,4407,37,brisket,135.9884,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
brooks house of bbq,4407,3,anything butt,169.76,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
brooks house of bbq,4407,7,dessert,167.4172,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ch2mhill omi,4410,32,overall,614.1484,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ch2mhill omi,4410,16,chicken,161.1772,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ch2mhill omi,4410,33,pork ribs,149.0856,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ch2mhill omi,4410,24,pork,158.8,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ch2mhill omi,4410,35,brisket,145.0856,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
ch2mhill omi,4410,12,anything butt,148.5828,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
bs grilling,4414,34,overall,607.8404,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
bs grilling,4414,31,chicken,154.2172,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
bs grilling,4414,9,pork ribs,169.7144,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
bs grilling,4414,27,pork,154.2972,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
bs grilling,4414,38,brisket,129.6116,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
bbq of rock,4416,38,overall,578.2168,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
bbq of rock,4416,33,chicken,149.1428,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
bbq of rock,4416,36,pork ribs,142.8228,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
bbq of rock,4416,38,pork,139.9884,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
bbq of rock,4416,33,brisket,146.2628,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
little texas bbq,4420,27,overall,619.3484,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
little texas bbq,4420,30,chicken,155.3828,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
little texas bbq,4420,37,pork ribs,141.0972,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
little texas bbq,4420,19,pork,161.7028,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
little texas bbq,4420,20,brisket,161.1656,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
little texas bbq,4420,11,anything butt,154.32,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
little texas bbq,4420,3,dessert,175.44,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
dry holers bbq,6070,9,overall,669.1084,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
dry holers bbq,6070,22,chicken,158.2972,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
dry holers bbq,6070,3,pork ribs,177.1428,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
dry holers bbq,6070,13,pork,167.4056,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
dry holers bbq,6070,11,brisket,166.2628,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
smokin'101,6310,25,overall,635.4056,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
smokin'101,6310,14,chicken,164.5828,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
smokin'101,6310,24,pork ribs,161.7372,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
smokin'101,6310,20,pork,161.1428,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
smokin'101,6310,29,brisket,147.9428,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
organized chaos,9953,24,overall,635.8628,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
organized chaos,9953,23,chicken,158.2628,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
organized chaos,9953,25,pork ribs,161.68,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
organized chaos,9953,25,pork,158.2516,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
organized chaos,9953,23,brisket,157.6684,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
texas rib rangers bbq,10124,17,overall,647.9316,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
texas rib rangers bbq,10124,35,chicken,142.2288,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
texas rib rangers bbq,10124,5,pork ribs,171.9656,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
texas rib rangers bbq,10124,8,pork,170.2856,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
texas rib rangers bbq,10124,16,brisket,163.4516,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
texas rib rangers bbq,10124,8,anything butt,164,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
texas rib rangers bbq,10124,5,dessert,171.44,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
oh kay cee's,10125,20,overall,641.1092,100,31st Annual American Royal Barbecue INVITATIONAL,2551,"Kansas City, MO",MO,2010-10-01
