id,kcbs_competition_id,location,start_date
651,1643,"Mays Landing, NJ",2009-06-05
652,1645,"Harvard, MA",2009-09-19
653,1646,"Ashland, MS",2009-09-11
654,1647,"Pelahatchie, MS",2009-04-03
655,1649,"Moweaqua, IL",2009-06-06
656,1650,"Ottumwa, IA",2009-06-12
657,1651,"Mexico, MO",2009-06-19
658,1652,"Mt. Morris, MI",2009-08-21
659,1653,"Milwaukee, WI",2009-09-04
660,1654,"Shelby, NC",2009-11-06
661,1655,"Columbus, GA",2009-06-20
662,1658,"Cookeville, TN",2009-09-11
663,1659,"Madison, MS",2009-10-16
664,1660,"Hedgesville, WV",2009-09-11
665,1661,"Leavenworth, KS",2009-09-11
666,1662,"Jefferson City, MO",2009-04-17
667,1663,"Iola, KS",2009-07-31
668,1664,"Springfield, MO",2009-08-14
669,1665,"Boston, NY",2009-06-26
670,1667,"Gastonia, NC",2009-08-28
671,1668,"Lincolnton, NC",2009-06-05
672,1669,"Boulder City, NV",2009-05-22
673,1670,"Hot Springs, AR",2009-09-18
674,1671,"Emporia, KS",2009-08-14
675,1672,"Blue Springs, MO",2009-09-11
676,1675,"Fayetteville, AR",2009-09-25
677,1676,"Springfield, MO",2009-04-17
678,1677,"Omaha, NE",2009-09-25
679,1678,"State Center, IA",2009-06-19
680,1679,"Grand Rapids, MI",2009-07-24
681,1681,"Bellevue, NE",2009-07-17
682,1682,"Mason City (East Park), IA",2009-07-24
683,1683,"Corinth, MS",2009-10-02
684,1684,"Cartersville, GA",2009-06-05
685,1689,"Pacific, MO",2009-06-26
686,1690,"Anthony, KS",2009-07-17
687,1691,"Pleasant Hill, MO",2009-04-03
688,1692,"Frisco, CO",2009-06-19
689,1693,"Nevada, IA",2009-08-28
690,1694,"Quincy, IL",2009-09-11
691,1695,"McPherson, KS",2009-08-28
692,1696,"Mount Carmel, IL",2009-09-11
693,1697,"Princeton, WI",2009-08-28
694,1700,"Lula, MS",2009-04-17
695,1701,"Rogers, AR",2009-05-01
696,1702,"Edwardsville, IL",2009-05-08
697,1708,"Hazelwood, MO",2009-04-24
698,1710,"Kearney, MO",2009-09-18
699,1713,"Slidell, LA",2010-04-02
700,1714,"Paola, KS",2009-08-28
701,1715,"Belton, MO",2009-05-01
702,1716,"Arthur, IL",2009-10-09
703,1717,"Tryon, NC",2009-06-12
704,1718,"Murray, KY",2009-07-03
705,1719,"Jeffersonville, IN",2009-06-19
706,1721,"Kettering, OH",2009-07-10
707,1722,"Myrtle Beach, SC",2009-09-04
708,1723,"Washington, DC",2009-06-27
709,1725,"Grants Pass, OR",2009-09-11
710,1726,"Wellsville, MO",2009-07-10
711,1727,"Marietta, OH",2009-06-05
712,1728,"Columbia, MO",2009-10-09
713,1730,"Bel Air, MD",2009-08-14
714,1731,"Rocky Mount, NC",2009-10-09
715,1734,"North Wildwood, NJ",2009-07-10
716,1737,"Gadsden, AL",2009-05-15
717,1738,"Vermillion, SD",2009-09-11
718,1739,"Elk Grove Village, IL",2009-06-19
719,1748,"Excelsior Springs, MO",2009-08-14
720,1749,"Lamar, CO",2009-05-08
721,1752,"Sedalia, MO",2009-06-19
722,1753,"Eagle, NE",2009-07-10
723,1754,"Lowell, MI",2009-07-11
724,1755,"Lancaster, CA",2009-10-03
725,1756,"Marshall, MN",2009-09-18
726,1757,"Nashville, IN",2009-08-28
727,1762,"Independence, MO",2009-10-16
728,1763,"Cameron, MO",2009-06-26
729,1766,"Sayville, NY",2009-10-23
730,1767,"Warrensburg, MO",2009-07-10
731,1770,"Olathe, KS",2009-08-07
732,1771,"Windsor, MO",2009-09-04
733,1772,"McMinnville, TN",2009-08-14
734,1773,"Salt Lake City, UT",2009-06-05
735,1779,"Lenexa, KS",2009-06-26
736,1780,"Garnett, KS",2009-10-16
737,1783,"Nelsonville, OH",2009-10-16
738,1794,"Tecumseh, OK",2009-06-12
739,1797,"Auburn Hills, MI",2009-06-26
740,1799,"Greensboro, GA",2009-09-25
741,1803,"Bakersfield, CA",2009-06-05
742,1804,"Salt Lake City, UT",2009-08-21
743,1810,"Columbia, MO",2009-09-25
744,1811,"Edenton, NC",2009-05-08
745,1821,"Plant City, FL",2009-11-20
746,1822,"Dover, DE",2009-10-16
747,1823,"Vista, CA",2009-07-31
748,1824,"Lakeport, CA",2009-09-05
749,1825,"Kansas City, MO",2009-08-14
750,1826,"Stockton, CA",2009-07-03
751,1827,"New Albany, IN",2009-06-26
752,1828,"Eagle, CO",2009-07-24
753,1829,"Florence, CO",2009-10-16
754,1831,"Parker, CO",2009-09-05
755,1832,"College Grove, TN",2009-09-04
756,1833,"Nashville, TN",2009-08-28
757,1834,"Hays, KS",2009-07-17
758,1835,"Wynne, AR",2009-06-12
759,1836,"Fairfield, CA",2009-08-14
760,1837,"Fairfield, CA",2009-08-14
761,1838,"Fairfield, CA",2009-08-15
762,1839,"Carbondale, IL",2009-09-18
763,1840,"Kansas City, MO",2009-10-02
764,1842,"Lake Placid, NY",2009-07-03
765,1853,"Sparta, MI",2009-09-25
766,1854,"Paris, TN",2009-07-17
767,1856,"Kuttawa, KY",2009-08-22
768,1857,"Guntersville, AL",2009-09-18
769,1858,"Florence, AL",2009-09-25
770,1859,"Russellville, AR",2009-11-06
771,1860,"Mesquite, NV",2009-09-04
772,1861,"Alpine, CA",2009-10-16
773,1862,"Eagle, ID",2009-09-06
774,1863,"Wagoner, OK",2009-07-24
775,1870,"Talladega, AL",2009-10-30
776,1874,"Albany, OR",2009-07-31
777,1877,"New Albany, IN",2009-10-09
778,1881,"North Little Rock, AR",2010-03-19
779,1886,"Washington, MO",2010-04-16
780,1887,"Mobile, AL",2010-03-12
781,1888,"Pensacola, FL",2010-03-05
782,1889,"Lake Havasu City, AZ",2010-02-26
783,1895,"Buckeye, AZ",2009-11-13
784,1896,"Clovis, CA",2009-09-18
785,1898,"Parsons, KS",2009-10-16
786,1899,"Lynchburg, TN",2009-10-23
787,1903,"Benton, KY",2010-04-02
788,1914,"Waynesboro, GA",2010-05-07
789,1917,"Dillon, CO",2008-08-08
790,1918,"Chambersburg, PA",2009-10-16
791,1920,"Osage City, KS",2010-04-09
792,1921,"Gaffney, SC",2010-07-16
793,1922,"Yates Center, KS",2010-07-09
794,1923,"Lake Placid, NY",2010-07-02
795,1925,"Texas Motor Speedway, Fort Worth, TX",2009-04-02
796,1927,"Bristol Motor Speedway, Bristol, TN",2009-08-22
797,1928,"Atlanta Motor Speedway, Atlanta, GA",2009-09-04
798,1930,"Salisbury, MD",2010-04-16
799,1931,"Sikeston, MO",2010-04-09
800,1932,"Lawrenceburg, TN",2010-06-25
801,1934,"Winchester, TN",2010-04-16
802,1935,"Springdale, AR",2010-04-30
803,1936,"Mountain View, AR",2010-06-18
804,1937,"Tecumseh, OK",2010-06-11
805,1938,"Windsor, VT",2010-07-24
806,1939,"Huntsville, AL",2010-04-30
807,1940,"Canon City, CO",2010-06-11
808,1942,"Overland Park, KS",2010-04-23
809,1943,"Shannon, IL",2010-07-09
810,1947,"Laurie, MO",2010-08-06
811,1948,"Johnson City, TN",2010-05-28
812,1949,"Rochester, NY",2010-05-29
813,1950,"Columbus, MS",2010-04-09
814,1951,"North Augusta, SC",2010-05-28
815,1952,"Tempe, AZ",2009-12-04
816,1953,"Wisconsin Dells, WI",2010-05-21
817,1961,"La Porte, IA",2010-07-17
818,1962,"Frisco, CO",2010-06-18
819,1964,"Laramie, WY",2010-07-16
820,1965,"McLouth, KS",2010-06-04
821,1966,"Kingsford, MI",2010-07-16
822,1967,"Lakeland, FL",2010-01-29
823,1968,"Sevierville, TN",2010-05-14
824,1969,"Fort Smith, AR",2010-07-16
825,1970,"Richmond, MO",2010-04-30
826,1971,"Pueblo, CO",2010-06-04
827,1972,"Bonner Springs, KS",2010-08-27
828,1975,"Auburn Hills, MI",2010-06-25
829,1976,"Green Lane, PA",2010-05-14
830,1977,"Kansas City, MO",2009-10-02
831,1978,"College Grove, TN",2010-09-03
832,1979,"Eliot, ME",2010-08-07
833,1980,"Kennesaw, GA",2010-08-20
834,1981,"Raytown, MO",2010-06-11
835,1983,"Marietta, OH",2010-06-11
836,1984,"Greensboro, GA",2010-09-24
837,1985,"Bonner Springs, KS",2010-05-21
838,1987,"Murphysboro, IL",2010-09-24
839,1988,"Enid, OK",2010-04-16
840,1991,"Athens, AL",2010-04-23
841,1994,"Ponca City (Lake Ponca), OK",2010-09-17
842,1995,"Mears, MI",2010-09-10
843,1996,"New Holland, PA",2010-08-27
844,1997,"Mason City, IA",2010-07-23
845,2000,"Marysville, KS",2010-06-04
846,2001,"Ashland, MS",2010-05-21
847,2002,"Topeka, KS",2010-05-28
848,2003,"Benton-West City, IL",2010-07-02
849,2004,"Hernando, MS",2010-06-11
850,2005,"Haubstadt, IN",2010-09-03
851,2006,"Penn Valley, CA",2010-06-04
852,2007,"Worland, WY",2010-08-20
853,2008,"Dillard, GA",2010-08-06
854,2009,"Gadsden, AL",2010-04-09
855,2010,"Excelsior Springs, MO",2010-08-20
856,2011,"Harrisonville, MO",2010-08-13
857,2013,"Franklin, NC",2010-08-13
858,2014,"Young Harris, GA",2010-05-28
859,2015,"Clarksville, TN",2010-07-09
860,2016,"Owatonna, MN",2010-06-04
861,2017,"Cameron, MO",2010-07-02
862,2018,"McPherson, KS",2010-08-27
863,2019,"Springfield, KY",2010-10-01
864,2020,"Hazelwood, MO",2010-04-23
865,2021,"Wellsville, MO",2010-07-09
866,2022,"Sugar Creek, MO",2010-04-23
867,2035,"Rio Rancho, NM",2010-03-26
868,2036,"Nevada, IA",2010-08-27
869,2037,"Austin, MN",2010-05-14
870,2038,"Burlington, KS",2010-07-16
871,2039,"Seaside Heights, NJ",2010-09-25
872,2040,"DeSoto, KS",2010-10-08
873,2042,"Albert Lea, MN",2010-08-27
874,2044,"Arkansas City, KS",2010-09-03
875,2046,"Great Bend, KS",2010-02-12
876,2047,"Great Bend, KS",2010-09-03
877,2049,"Great Bend, KS",2010-09-04
878,2050,"Durango, CO",2010-07-03
879,2052,"Waterloo, IA",2010-07-16
880,2058,"Chesapeake, VA",2010-05-21
881,2060,"Weston, MO",2010-07-10
882,2061,"New Paltz, NY",2010-08-21
883,2062,"El Dorado, KS",2010-08-20
884,2063,"Lamar, CO",2010-05-14
885,2064,"Abilene, KS",2010-06-04
886,2067,"Omaha, NE",2010-09-24
887,2068,"Harrisburg, PA",2010-10-01
888,2069,"Springfield, MO",2010-04-16
889,2070,"LaPlatte, NE",2010-08-20
890,2071,"Jeffersonville, IN",2010-06-18
891,2072,"Hammond, LA",2010-03-26
892,2073,"Bixby, OK",2010-05-07
893,2074,"Harvard, MA",2010-09-18
894,2075,"Jefferson City, MO",2010-04-16
895,2076,"Marshalltown, IA",2010-06-25
896,2077,"Huron, SD",2010-06-04
897,2079,"Owensboro, KY",2010-09-24
898,2080,"Madison, IN",2010-08-20
899,2081,"Madison, MS",2010-10-22
900,2082,"Demopolis, AL",2010-12-03
901,2083,"Norwalk, CT",2010-09-10
902,2084,"Mt. Morris, MI",2010-08-20
903,2085,"Lewisburg, TN",2010-10-08
904,2086,"Lyons, KS",2010-05-07
905,2087,"Princeton, WI",2010-08-27
906,2088,"Covington, GA",2010-10-08
907,2089,"Corinth, MS",2010-10-01
908,2090,"Parker, CO",2010-09-04
909,2093,"Decatur, AL",2010-09-17
910,2094,"Washington, DC",2010-06-26
911,2096,"Glasgow, MO",2010-07-16
912,2098,"Eagle, NE",2010-07-09
913,2099,"Olathe, KS",2010-08-06
914,2100,"Sallisaw, OK",2010-06-04
915,2101,"McMinnville, TN",2010-08-13
916,2102,"Louisa, VA",2010-07-16
917,2103,"Franklin, KY",2010-06-18
918,2104,"Dillon, CO",2010-08-06
919,2105,"Quincy, IL",2010-09-10
920,2106,"Canton, GA",2010-10-15
921,2107,"Parsons, KS",2010-10-15
922,2108,"Memphis, TN",2010-06-04
923,2109,"Metropolis, IL",2010-10-08
924,2110,"Lincolnton, NC",2010-06-04
925,2111,"Eldon, MO",2010-06-25
926,2112,"North Platte, NE",2010-05-07
927,2113,"Bedford, TX",2010-09-04
928,2114,"Nelsonville, OH",2010-10-15
929,2115,"Pleasant Hill, MO",2010-04-02
930,2116,"Columbia, MO",2010-05-07
931,2117,"St. Joseph, MO",2010-04-30
932,2118,"North Kansas City, MO",2010-03-12
933,2119,"Grand Rapids (John Ball Park), MI",2010-07-23
934,2121,"Mt. Carmel, IL",2010-09-10
935,2122,"Iola, KS",2010-07-30
936,2123,"North Wildwood, NJ",2010-07-09
937,2124,"Kings Mountain, NC",2010-04-16
938,2125,"Warrensburg, MO",2010-07-09
939,2126,"Council Bluffs, IA",2010-05-07
940,2127,"Chambersburg, PA",2010-10-15
941,2128,"Milwaukee, WI",2010-09-03
942,2129,"Lancaster, CA",2010-10-08
943,2130,"Ada, OK",2010-06-25
944,2131,"Nashville, TN",2010-08-27
945,2132,"Tryon, NC",2010-06-11
946,2133,"Belton, MO",2010-04-30
947,2134,"Ottumwa, IA",2010-06-11
948,2136,"Indio, CA",2010-04-24
949,2137,"Vermillion, SD",2010-09-10
950,2138,"Mission, KS",2010-09-16
951,2139,"Claremore, OK",2010-05-14
952,2140,"Troy, NY",2010-07-17
953,2141,"Lawrence, KS",2010-05-07
954,2142,"Kansas City, MO",2010-10-02
955,2143,"Golden City, MO",2010-10-08
956,2144,"Mesquite, NV",2010-09-03
957,2145,"Park City, KS",2010-09-10
958,2146,"Florence, CO",2010-10-15
959,2147,"Loveland, CO",2010-07-09
960,2148,"Tonganoxie, KS",2010-06-11
961,2149,"Kearney, MO",2010-09-17
962,2150,"Westfield, WI",2010-08-20
963,2151,"Boston, NY",2010-06-25
964,2152,"Bel Air, MD",2010-08-13
965,2163,"Garden City, KS",2010-08-27
966,2165,"Springfield, MO",2010-08-13
967,2166,"Taylorville, IL",2010-06-04
968,2167,"Emporia, KS",2010-08-20
969,2168,"Independence, KS",2010-06-25
970,2169,"Amelia Island, FL",2010-08-27
971,2170,"Dodge City, KS",2010-07-30
972,2171,"Rome, GA",2010-05-07
973,2174,"Montello, WI",2010-06-11
974,2175,"Craig, CO",2010-08-27
975,2176,"Dalton, GA",2010-10-23
976,2177,"Kuttawa, KY",2010-08-20
977,2178,"Middletown, DE",2010-05-21
978,2179,"Knoxville, TN",2010-04-23
979,2180,"Seymour, MO",2010-06-25
980,2181,"Livingston, AL",2010-11-05
981,2182,"Lakeport, CA",2010-08-27
982,2183,"Auburn, AL",2010-04-16
983,2184,"Stillwater, OK",2010-04-09
984,2185,"Edenton, NC",2010-04-30
985,2186,"Murray, KY",2010-07-02
986,2188,"Grand Junction, CO",2010-09-10
987,2198,"Greenwood, SC",2010-07-09
988,2207,"Guntersville, AL",2010-11-05
989,2208,"Bainbridge, GA",2010-10-15
990,2209,"Pell City, AL",2010-06-18
991,2210,"Anderson, SC",2010-04-30
992,2211,"Gainesville, GA",2010-03-12
993,2212,"Liberty, IN",2010-05-01
994,2213,"Covington, LA",2010-04-30
995,2214,"Scottsdale, AZ",2010-04-09
996,2215,"Jasper, IN",2010-08-06
997,2216,"Brockport, NY",2010-07-30
998,2217,"Costa Mesa, CA",2010-06-11
999,2218,"Sauk Rapids, MN",2010-06-18
1000,2219,"West Des Moines, IA",2010-05-29
1001,2220,"Libertyville, IL",2010-10-15
1002,2221,"Gastonia, NC",2010-08-27
1003,2222,"Hannibal, MO",2010-06-04
1004,2223,"Merrimack, NH",2010-06-11
1005,2224,"Shelby, NC",2010-11-05
1006,2225,"Lowell, MI",2010-07-09
1007,2226,"Boulder City, NV",2010-05-28
1008,2227,"Bakersfield, CA",2010-05-21
1009,2228,"Tulsa, OK",2010-09-24
1010,2229,"Shawnee, KS",2010-09-24
1011,2230,"Blue Springs, MO",2010-09-10
1012,2232,"Hedgesville, WV",2010-09-10
1013,2233,"Hermann, MO",2010-09-24
1014,2234,"Mexico, MO",2010-06-18
1015,2235,"Laurens, SC",2010-10-01
1016,2237,"Platte City, MO",2010-05-07
1017,2238,"State Center, IA",2010-06-18
1018,2239,"Clarence, NY",2010-09-25
1019,2273,"Lansing, KS",2010-04-30
1020,2274,"Columbus, GA",2010-05-21
1021,2275,"Valley Center, CA",2010-08-13
1022,2276,"Rocky Mount, NC",2010-10-08
1023,2278,"Buckeye, AZ",2010-11-12
1024,2279,"Cookeville, TN",2010-09-10
1025,2280,"Kettering, OH",2010-07-09
1026,2282,"Lyons, GA",2010-10-08
1027,2283,"Menomonee Falls, WI",2010-09-17
1028,2284,"Munfordville, KY",2010-10-15
1029,2285,"Rochester, MN",2010-08-13
1030,2287,"Sedalia, MO",2010-06-18
1031,2288,"Mount Airy, MD",2010-10-08
1032,2289,"Kansas City, MO",2010-08-06
1033,2290,"Columbia, MO",2010-07-23
1034,2291,"Butler, MO",2010-10-29
1035,2292,"Cape Girardeau, MO",2010-08-27
1036,2293,"Ashland, MS",2010-09-10
1037,2295,"Vista, CA",2010-07-30
1038,2296,"Windsor, MO",2010-09-03
1039,2297,"Westmont, IL",2010-05-29
1040,2298,"Steeleville, IL",2010-05-14
1041,2299,"Paola, KS",2010-08-27
1042,2300,"Pacific, MO",2010-08-13
1043,2301,"Sandwich, MA",2010-06-05
1044,2302,"Morgan Hill, CA",2010-05-07
1045,2303,"Marshall, MN",2010-09-17
1046,2304,"Glen Rock, PA",2010-09-10
1047,2313,"Lula, MS",2010-04-16
1048,2328,"Upper Marlboro, MD",2010-06-04
1049,2330,"Wagoner, OK",2010-07-23
1050,2331,"Mount Holly, NJ",2010-07-23
1051,2332,"Kansas City, MO",2010-09-10
1052,2333,"Bellevue, WA",2010-05-22
1053,2334,"Placerville, CA",2010-10-01
1054,2335,"Raystown Lake, Hesston, PA",2010-09-18
1055,2337,"Versailles, MO",2010-05-28
1056,2338,"French Lick, IN",2010-08-13
1057,2339,"Russell, KS",2010-10-08
1058,2340,"Greenfield, IN",2010-09-17
1059,2341,"Pender, NE",2010-06-18
1060,2345,"Nashville, IN",2010-08-27
1061,2346,"Arthur, IL",2010-10-08
1062,2347,"Morden, MB",2010-08-28
1063,2348,"Wynne, AR",2010-06-11
1064,2349,"Garnett, KS",2010-10-15
1065,2350,"Independence, MO",2010-10-15
1066,2351,"Anthony, KS",2010-07-16
1067,2352,"Haleyville, AL",2010-06-11
1068,2353,"Hays, KS",2010-07-16
1069,2354,"Sparta, MI",2010-09-24
1070,2355,"Wichita, KS",2010-06-11
1071,2372,"South Bend, IN",2010-07-16
1072,2373,"Knoxville, IA",2010-06-04
1073,2377,"Lynchburg, TN",2010-10-22
1074,2383,"Columbia, MO",2010-09-17
1075,2384,"Fayetteville, AR",2010-10-01
1076,2385,"Stockton, CA",2010-07-02
1077,2386,"Easton, MD",2010-07-23
1078,2387,"Cleveland, GA",2010-10-22
1079,2388,"Fredonia, KS",2010-06-11
1080,2389,"Chandler, OK",2010-06-18
1081,2390,"Williams, AZ",2010-07-02
1082,2391,"Winder, GA",2010-09-10
1083,2392,"Tulsa, OK",2010-07-09
1084,2393,"Scott City, KS",2010-09-10
1085,2394,"Rosarito, Mexico, BC",2010-08-27
1086,2395,"Boise, ID",2010-07-23
1087,2396,"Girard, KS",2010-07-02
1088,2397,"Queen Creek, AZ",2010-10-15
1089,2398,"Terre Haute, IN",2010-07-16
1090,2400,"Salt Lake City, UT",2011-08-19
1091,2401,"Scottsdale, AZ",2010-12-03
1092,2412,"Lenexa, KS",2010-06-25
1093,2418,"Holtsville, NY",2010-08-07
1094,2419,"Fond du Lac, WI",2010-09-10
1095,2420,"Oak Ridge, TN",2010-07-09
1096,2421,"Kearns, UT",2010-08-06
1097,2422,"Millington, TN",2010-09-10
1098,2424,"Springdale, AR",2010-08-27
1099,2425,"Brooklyn, MI",2010-08-13
1100,2426,"Daytona, FL",2010-07-02
1101,2427,"Fort Gibson, OK",2010-10-29
1102,2428,"Tucson, AZ",2010-10-29
1103,2429,"New Palestine, IN",2010-07-30
1104,2430,"Myrtle Beach, SC",2010-09-03
1105,2431,"Columbia, MO",2010-10-01
1106,2432,"Pine Bluff, AR",2010-09-17
1107,2433,"Talladega, AL",2010-10-29
1108,2434,"Dover, DE",2010-08-20
1109,2435,"Lake Havasu City, AZ",2011-02-25
1110,2436,"Abilene, KS",2011-05-20
1111,2437,"Langley, OK",2011-05-20
1112,2438,"Omaha, NE",2010-09-04
1113,2447,"Ames, IA",2010-09-03
1114,2448,"Bessemer, AL",2011-07-08
1115,2449,"Lee''s Summit, MO",2011-06-03
1116,2451,"Edwardsville, KS",2010-09-17
1117,2453,"Midwest City, OK",2010-08-20
1118,2465,"Washington, MO",2011-04-15
1119,2466,"Richmond, VA",2010-09-10
1120,2477,"Rio Rancho, NM",2011-07-01
1121,2478,"Fryeburg, ME",2011-07-22
1122,2479,"Campo, CA",2010-11-05
1123,2480,"Cameron Park, CA",2010-09-17
1124,2481,"Hartselle, AL",2011-05-20
1125,2482,"Edmond, OK",2011-05-27
1126,2483,"Plant City, FL",2010-11-19
1127,2484,"Mobile, AL",2011-03-11
1128,2485,"Girard, KS",2011-07-02
1129,2488,"Topeka, KS",2011-05-27
1130,2493,"Rochester, NY",2011-05-28
1131,2495,"Columbus, MS",2011-04-08
1132,2496,"Benton, KY",2011-04-01
1133,2497,"Chandler, OK",2011-06-17
1134,2501,"Louisville, KY",2011-05-06
1135,2502,"Hendersonville, NC",2010-10-08
1136,2503,"Lewisburg, TN",2011-06-03
1137,2505,"Cumming, GA",2011-11-18
1138,2506,"Waynesboro, GA",2011-05-13
1139,2515,"Springfield, MO",2011-04-15
1140,2516,"Pensacola, FL",2011-03-04
1141,2517,"Edenton, NC",2011-04-29
1142,2521,"Lakeport, CA",2011-08-26
1143,2522,"Williams, AZ",2011-07-01
1144,2523,"Rome, GA",2011-05-13
1145,2525,"Ashland, MS",2011-05-06
1146,2526,"Cumberland, MD",2011-08-19
1147,2527,"Chesterfield, MO",2010-11-26
1148,2528,"Wildomar, CA",2011-03-18
1149,2529,"Whiting, IA",2011-07-03
1150,2530,"Laurie, MO",2011-08-05
1151,2531,"Westmont, IL",2011-05-27
1152,2532,"Young Harris , GA",2011-05-27
1153,2533,"Salisbury, MD",2011-04-15
1154,2544,"Loveland, CO",2011-07-08
1155,2545,"Lakeland, FL",2011-01-28
1156,2546,"Claremore, OK",2011-05-13
1157,2548,"Auburn Hills, MI",2011-06-24
1158,2551,"Kansas City, MO",2010-10-01
1159,2553,"Harrison, AR",2010-11-05
1160,2559,"Worland, WY",2011-08-19
1161,2560,"Slidell, LA",2011-04-01
1162,2561,"Yates Center, KS",2011-07-08
1163,2563,"Ponca City, OK",2011-09-16
1164,2564,"Lexington, NC",2011-04-22
1165,2565,"Wildomar, CA",2010-12-30
1166,2566,"Wildomar, CA",2010-12-31
1167,2567,"Charleston, SC",2011-05-20
1168,2568,"Quapaw, OK",2011-09-02
1169,2569,"Saint Peters, MO",2011-09-16
1170,2570,"St. Louis, MO",2011-10-07
1171,2571,"Lyons, KS",2011-05-13
1172,2579,"Lamar, CO",2011-05-13
1173,2580,"Marysville, KS",2011-06-03
1174,2581,"Fredonia, KS",2011-06-10
1175,2582,"Lake Placid, NY",2011-07-02
1176,2583,"Memphis, TN",2011-06-03
1177,2585,"Chesapeake, VA",2011-05-20
1178,2586,"Hesston, PA",2011-09-17
1179,2587,"Hammond, LA",2011-03-25
1180,2588,"Laramie, WY",2011-07-15
1181,2589,"Munfordville, KY",2011-10-14
1182,2593,"Springfield, KY",2011-09-30
1183,2595,"Omaha, NE",2011-09-03
1184,2596,"Nelsonville, OH",2011-10-14
1185,2601,"Scott City, KS",2011-09-09
1186,2602,"Seaside Heights, NJ",2011-09-24
1187,2603,"Seymour, MO",2011-06-24
1188,2604,"Madison, IN",2011-08-19
1189,2617,"Garden City, KS",2011-09-23
1190,2618,"Huntsville, AL",2011-05-06
1191,2619,"Pueblo, CO",2011-06-10
1192,2620,"Canon City, CO",2011-06-03
1193,2621,"Taylorville, IL",2011-07-29
1194,2624,"Annapolis, MD",2011-05-13
1195,2625,"Salisbury, NC",2011-09-23
1196,2626,"Jackson, MS",2011-10-07
1197,2627,"Frederick, MD",2011-06-17
1198,2628,"Castle Rock, CO",2011-07-01
1199,2630,"Albert Lea, MN",2011-08-26
1200,2631,"Demopolis, AL",2011-12-02
1201,2633,"Hedgesville, WV",2011-09-09
1202,2634,"Steeleville, IL",2011-05-13
1203,2635,"Raytown, MO",2011-06-10
1204,2636,"Gaffney, SC",2011-07-15
1205,2637,"Vermillion, SD",2011-09-09
1206,2639,"Florence, CO",2011-10-14
1207,2640,"Dalton, GA",2011-10-22
1208,2641,"Boulder City, NV",2011-05-27
1209,2643,"Owatonna, MN",2011-06-03
1210,2644,"New Palestine, IN",2011-07-29
1211,2645,"Liberty, IN",2011-04-30
1212,2646,"Franklin, NC",2011-08-12
1213,2648,"Lake Placid, NY",2011-07-02
1214,2650,"Silver Lake, MI",2011-09-09
1215,2651,"Sedalia, MO",2011-06-17
1216,2652,"Montello, WI",2011-06-10
1217,2653,"Marshalltown, IA",2011-06-24
1218,2654,"New Holland, PA",2011-08-26
1219,2659,"Murphysboro, IL",2011-09-22
1220,2660,"Waterloo, IA",2011-07-15
1221,2661,"Springdale, AR",2011-04-29
1222,2662,"Harrison, AR",2011-11-04
1223,2663,"Great Bend, KS",2011-02-11
1224,2664,"New Paltz, NY",2011-08-20
1225,2665,"Shelby, NC",2011-11-04
1226,2666,"Stillwater, OK",2011-04-08
1227,2667,"Louisa, VA",2011-07-15
1228,2668,"Winder, GA",2011-09-09
1229,2669,"Amelia Island, FL",2011-08-26
1230,2671,"Middletown, DE",2011-05-20
1231,2672,"Ada, OK",2011-06-24
1232,2673,"Wellsville, MO",2011-07-08
1233,2674,"Pender, NE",2011-06-17
1234,2675,"Owensboro, KY",2011-09-23
1235,2676,"Nevada, IA",2011-08-26
1236,2677,"Fort Gibson, OK",2011-10-28
1237,2678,"Placerville, CA",2011-09-30
1238,2679,"Rocky Mount, NC",2011-10-07
1239,2680,"McMinnville, TN",2011-08-12
1240,2681,"Grand Junction, CO",2011-09-09
1241,2682,"Osage City, KS",2011-04-08
1242,2683,"Craig, CO",2011-08-26
1243,2684,"Tecumseh, OK",2011-06-10
1244,2688,"Tulsa, OK",2011-09-23
1245,2689,"Myrtle Beach, SC",2011-09-02
1246,2690,"Winchester, TN",2011-04-15
1247,2691,"Fort Smith, AR",2011-10-15
1248,2692,"White County (Cleveland/Sautee), GA",2011-10-21
1249,2693,"Weston, MO",2011-07-09
1250,2694,"Green Lane, PA",2011-05-13
1251,2695,"Sallisaw, OK",2011-06-03
1252,2696,"West Des Moines, IA",2011-05-28
1253,2697,"Libertyville, IL",2011-10-14
1254,2699,"Washington, DC",2011-06-25
1255,2700,"Omaha, NE",2011-09-23
1256,2701,"Plant City, FL",2011-11-18
1257,2702,"Dillard, GA",2011-08-05
1258,2704,"Wynne, AR",2011-06-10
1259,2708,"Gadsden, AL",2011-04-08
1260,2709,"Costa Mesa, CA",2011-06-10
1261,2710,"Kettering, OH",2011-07-08
1262,2711,"Nashville, TN",2011-08-26
1263,2712,"Marietta, OH",2011-06-10
1264,2713,"Boston, NY",2011-06-24
1265,2714,"Lyons, GA",2011-10-07
1266,2715,"Decatur, AL",2011-09-16
1267,2716,"South Bend, IN",2011-07-15
1268,2717,"Harvard, MA",2011-09-17
1269,2718,"Enid, OK",2011-04-15
1270,2719,"Livingston, AL",2011-11-04
1271,2720,"Independence, MO",2011-10-14
1272,2721,"Kearns, UT",2011-08-12
1273,2722,"Pleasant Hill, MO",2011-04-01
1274,2723,"North Kansas City, MO",2011-03-11
1275,2725,"De Soto, KS",2011-10-07
1276,2726,"Lansing, KS",2011-05-06
1277,2727,"Hallsville, MO",2011-02-11
