id,kcbs_competition_id,name,location,state,start_date,is_state_championship,prize_amount,percent_judges_certified
1209,2643,Smokin' in Steele,"Owatonna, MN",MN,6/3/2011,TRUE,10000,100
1210,2644,"Wine, Brew & Bar-B-Que Too!","New Palestine, IN",IN,7/29/2011,TRUE,5000,100
1211,2645,Smokin' on the Water,"Liberty, IN",IN,4/30/2011,TRUE,3000,100
1212,2646,Mountain High BBQ & Music Festival,"Franklin, NC",NC,8/12/2011,TRUE,11250,100
1213,2648,I Love Barbecue Junior World Championship,"Lake Placid, NY",NY,7/2/2011,TRUE,5000,
1214,2650,Silver Lake Apple & BBQ Festival,"Silver Lake, MI",MI,9/9/2011,TRUE,7000,100
1215,2651,Sedalia Lions MO Blues Cruise & BBQ Fest,"Sedalia, MO",MO,6/17/2011,TRUE,4000,100
1216,2652,Poor Que,"Montello, WI",WI,6/10/2011,TRUE,70,100
1217,2653,Iowa State BBQ Championship,"Marshalltown, IA",IA,6/24/2011,TRUE,13575,98
1218,2654,New Holland Summerfest,"New Holland, PA",PA,8/26/2011,TRUE,13550,100
1219,2659,Murphysboro Barbecue Cook-off,"Murphysboro, IL",IL,9/22/2011,TRUE,,100
1220,2660,BBQ'Loo & Blues Too (and Kid's Q),"Waterloo, IA",IA,7/15/2011,TRUE,10000,100
1221,2661,Smokin' in the Ozarks,"Springdale, AR",AR,4/29/2011,TRUE,15000,100
1222,2662,Cookin' on the Creek,"Harrison, AR",AR,11/4/2011,TRUE,7000,100
1223,2663,Kansas Winter Q,"Great Bend, KS",KS,2/11/2011,TRUE,6125,75
1224,2664,Hudson Valley Ribfest,"New Paltz, NY",NY,8/20/2011,TRUE,11000,100
1225,2665,Hog Happnin',"Shelby, NC",NC,11/4/2011,TRUE,15000,100
1226,2666,Stillwater Elks 23rd Annual Blazathon,"Stillwater, OK",OK,4/8/2011,TRUE,5550,100
1227,2667,Que & Cruz Summer Festival,"Louisa, VA",VA,7/15/2011,TRUE,8800,100
1228,2668,Jug Tavern Festival & Bar-B-Q (FULL),"Winder, GA",GA,9/9/2011,TRUE,10000,100
1229,2669,The Great Southern Tailgate Cook-Off,"Amelia Island, FL",FL,8/26/2011,TRUE,16000,100
1230,2671,Middletown BBQ Cook-off,"Middletown, DE",DE,5/20/2011,TRUE,9000,100
1231,2672,Pigs Can Fly BBQ Contest,"Ada, OK",OK,6/24/2011,TRUE,8000,98
1232,2673,4th Annual Wellsville BBQ Cookoff,"Wellsville, MO",MO,7/8/2011,TRUE,4625,100
1233,2674,Pender Bender Q and Brew,"Pender, NE",NE,6/17/2011,TRUE,5000,81
1234,2675,Grillin & Chillin BBQ,"Owensboro, KY",KY,9/23/2011,TRUE,8000,100
1235,2676,Nevada Kiwanis Club BBQ Contest,"Nevada, IA",IA,8/26/2011,TRUE,7300,100
1236,2677,Smokin' the Fort - BBQ & Bluegrass Festival,"Fort Gibson, OK",OK,10/28/2011,TRUE,5000,100
1237,2678,Smokin' for Gold,"Placerville, CA",CA,9/30/2011,TRUE,3500,100
1238,2679,Eastern Carolina BBQ Throw Down,"Rocky Mount, NC",NC,10/7/2011,TRUE,14650,100
1239,2680,Smokin in McMinnville,"McMinnville, TN",TN,8/12/2011,TRUE,15000,88
1240,2681,Colorado Pork & Hops Challenge,"Grand Junction, CO",CO,9/9/2011,TRUE,20500,100
1241,2682,Smoke in the Spring,"Osage City, KS",KS,4/8/2011,TRUE,9280,100
1242,2683,Colorado State BBQ Championship at Craig,"Craig, CO",CO,8/26/2011,TRUE,10000,100
1243,2684,It's a Smokin' Good Thang,"Tecumseh, OK",OK,6/10/2011,TRUE,6000,
1244,2688,Art of BBQ,"Tulsa, OK",OK,9/23/2011,TRUE,9750,91
1245,2689,Smoke on the Beach,"Myrtle Beach, SC",SC,9/2/2011,TRUE,7500,100
1246,2690,High on the Hog Fesival,"Winchester, TN",TN,4/15/2011,TRUE,11750,100
1247,2691,10th Annual Bordertown Bash,"Fort Smith, AR",AR,10/15/2011,TRUE,6600,100
1248,2692,2nd Annual Hillbilly Hog BBQ Throwdown & Musicfest,"White County (Cleveland/Sautee), GA",GA,10/21/2011,TRUE,7050,100
1249,2693,"Weston Sizzlers """"Smoke Along the Rails""""","Weston, MO",MO,7/9/2011,TRUE,9250,97
1250,2694,"Green Lane Fire Co """"Smoke in the Valley BBQ Contest""""","Green Lane, PA",PA,5/13/2011,TRUE,6000,89
1251,2695,That BBQ Thang in the Sprang,"Sallisaw, OK",OK,6/3/2011,TRUE,5320,99
1252,2696,Smokin' in the Junction,"West Des Moines, IA",IA,5/28/2011,TRUE,10500,100
1253,2697,Barn Burner Bar-B-Q,"Libertyville, IL",IL,10/14/2011,TRUE,4400,100
1254,2699,Safeway National Capital Barbecue Battle,"Washington, DC",DC,6/25/2011,TRUE,27500,100
1255,2700,Aksarben River City Rodeo & Stock Show BBQ Contest,"Omaha, NE",NE,9/23/2011,TRUE,5050,100
1256,2701,Plant City Pig Jam,"Plant City, FL",FL,11/18/2011,TRUE,,100
1257,2702,Dillard Bluegrass & Barbeque Festival,"Dillard, GA",GA,8/5/2011,TRUE,3300,100
1258,2704,Delta Smoke BBQ Contest,"Wynne, AR",AR,6/10/2011,TRUE,7500,100
1259,2708,Smoke on th Falls Noccalula BBQ Fest,"Gadsden, AL",AL,4/8/2011,TRUE,4750,100
1260,2709,OCBBQ Festival - Quen for Kids,"Costa Mesa, CA",CA,6/10/2011,TRUE,7000,86
1261,2710,5th Annual Ohio Veteran Barbecue Cook-Off,"Kettering, OH",OH,7/8/2011,TRUE,8000,89
1262,2711,Music City BBQ Festival,"Nashville, TN",TN,8/26/2011,TRUE,8000,100
1263,2712,Brick Street BBQ,"Marietta, OH",OH,6/10/2011,TRUE,10000,88
1264,2713,Boston Hills BBQ Fest,"Boston, NY",NY,6/24/2011,TRUE,3200,100
1265,2714,The Real Squeal: Lyons Barbecue & Music Festival,"Lyons, GA",GA,10/7/2011,TRUE,15000,100
1266,2715,Decatur Jaycee's 17th Annual Riverfest,"Decatur, AL",AL,9/16/2011,TRUE,12500,100
1267,2716,Enshrinement Ribs Cook-Off & Downtown Block Party (Competitor Series),"South Bend, IN",IN,7/15/2011,TRUE,1950,50
1268,2717,Harvard Fall Festival BBQ Cookoff,"Harvard, MA",MA,9/17/2011,TRUE,3500,100
1269,2718,7th Annual Smokin Red Dirt BBQ,"Enid, OK",OK,4/15/2011,TRUE,12000,90
1270,2719,Sucarnochee BBQ & Blues Cook-off,"Livingston, AL",AL,11/4/2011,TRUE,8250,100
1271,2720,The Fountains Blaze Off & Senior Q,"Independence, MO",MO,10/14/2011,TRUE,3000,100
1272,2721,"Fire, Water, & Ice","Kearns, UT",UT,8/12/2011,TRUE,2500,77
1273,2722,Smokin' on Big Creek,"Pleasant Hill, MO",MO,4/1/2011,TRUE,3000,100
1274,2723,NKC MO BBQ State Championship,"North Kansas City, MO",MO,3/11/2011,TRUE,10000,40
1275,2725,Cookin' on the Kaw BBQ Contest,"De Soto, KS",KS,10/7/2011,TRUE,4600,90
1276,2726,"Brew, Blues & Bar-B-Q Cook-Off","Lansing, KS",KS,5/6/2011,TRUE,3900,28
1277,2727,Polar Bear BBQ Challenge,"Hallsville, MO",MO,2/11/2011,TRUE,3320,100
1278,2728,The Golden Acorn BBQ Fest 2011,"Campo, CA",CA,8/12/2011,TRUE,7500,100
1279,2729,Mainely Grillin' & Chillin' State BBQ Competition,"Eliot, ME",ME,8/13/2011,TRUE,3260,100
1280,2730,Bayou Barbecue Festival ,"Covington, LA",LA,4/15/2011,TRUE,7800,100
1281,2731,Clabber Girl Brickyard BBQ,"Terre Haute, IN",IN,7/22/2011,TRUE,4350,100
1282,2732,Krystal 93 BBQ at the Summit,"Dillon, CO",CO,8/12/2011,TRUE,16975,100
1283,2733,Smokin' in the Creek,"Sugar Creek, MO",MO,4/29/2011,TRUE,6375,88
1284,2735,Keystone Classic Barbeque,"Harrisburg, PA",PA,10/7/2011,TRUE,3100,100
1285,2736,"I Got Smoked at Westfair""""","Council Bluffs, IA",IA,7/29/2011,TRUE,4550,100
1286,2737,Monroe County Jam & River Raisin' Rib Off,"Monroe, MI",MI,8/26/2011,TRUE,5000,100
1287,2739,Anchor City Cook Off,"Centralia, MO",MO,10/7/2011,TRUE,4000,82
1288,2740,Smokin' for Gold,"Clarksburg, The Blue Mountains , ON",ON,7/8/2011,FALSE,7200,71
1289,2741,Up in Smoke on the Square,"Lincoln, IL",IL,8/26/2011,TRUE,8000,100
1290,2747,Balloons Bikes Blues & BBQ,"Parsons, KS",KS,10/14/2011,TRUE,5000,100
1291,2748,Haleyville Rotary Club 9-1-1 BBQ Cookoff,"Haleyville, AL",AL,6/10/2011,TRUE,8150,100
1292,2749,Smoke on the River,"Quincy, IL",IL,9/9/2011,TRUE,4200,92
1293,2750,Arkansas City Smoke-Off,"Arkansas City, KS",KS,8/26/2011,TRUE,5800,100
1294,2751,Morgan Hill No Bull BBQ Cookoff,"Morgan Hill, CA",CA,5/6/2011,TRUE,10400,87
1295,2753,Bakersfield Biggest Baddest BBQ,"Bakersfield, CA",CA,5/20/2011,TRUE,10000,100
1296,2755,Smokin' on the River,"Jeffersonville, IN",IN,6/17/2011,TRUE,8500,
1297,2757,15th Annual Firehouse BBQ Cook-Off,"Kings Mountain, NC",NC,4/15/2011,TRUE,10400,
1298,2758,City of Bedford Blues & BBQ Festival,"Bedford, TX",TX,9/3/2011,TRUE,,100
1299,2762,RibStock 2011,"Cameron Park, CA",CA,9/16/2011,TRUE,3425,100
1300,2767,Arizona Barbecue Festival,"Scottsdale, AZ",AZ,3/25/2011,TRUE,20000,100
1301,2783,Itawamba's Stand by Your Grill,"Fulton, MS",MS,8/19/2011,TRUE,7500,100
1302,2784,Papa Joe's Banjo-B-Que,"North Augusta, SC",SC,5/27/2011,TRUE,40000,100
1303,2785,Great Lenexa BBQ Battle,"Lenexa, KS",KS,6/24/2011,TRUE,12900,69
1304,2786,Richmond Mushroom Festival BBQ Contest,"Richmond, MO",MO,5/6/2011,TRUE,5500,
1305,2787,Belton Heritage BBQ Contest,"Belton, MO",MO,5/6/2011,TRUE,3800,90
1306,2788,Oktoberfest Bar-B-Q Challenge,"Cullman, AL",AL,10/7/2011,TRUE,5500,100
1307,2789,Smokin' on Oak,"Bonner Springs, KS",KS,8/26/2011,TRUE,3500,100
1308,2790,Capital City Cookoff,"Jefferson City, MO",MO,4/15/2011,TRUE,28000,94
1309,2791,Battle of the Brisket,"Mission, KS",KS,9/16/2011,TRUE,5550,100
1310,2792,Brockport BBQ & Music Festival,"Brockport, NY",NY,7/30/2011,TRUE,4000,100
1311,2793,Windsor Septemberfest Cookoff,"Windsor, MO",MO,9/2/2011,TRUE,3500,
1312,2794,Wabash Ribber Fest,"Mt. Carmel , IL",IL,9/9/2011,TRUE,5000,100
1313,2795,Ribapalooza,"Sauk Rapids, MN",MN,6/17/2011,TRUE,10000,100
1314,2796,State Center Rose Festival BBQ Championship,"State Center, IA",IA,6/17/2011,TRUE,7500,100
1315,2797,Bloomin' BBQ & Bluegrass,"Sevierville, TN",TN,5/20/2011,TRUE,13325,100
1316,2798,Minnesota in May,"Fairbault, MN",MN,5/20/2011,TRUE,10000,100
1317,2799,Kick-Off Cook-Off,"Hazelwood, MO",MO,4/29/2011,TRUE,4100,100
1318,2800,Sikeston Area Chamber of Commerce Redneck Barbeque,"Sikeston, MO",MO,4/8/2011,TRUE,3600,100
1319,2801,Apple Blossom BBQ Contest,"St. Joseph, MO",MO,5/6/2011,TRUE,10100,100
1320,2802,Stagecoach Music Festival BBQ Championship,"Indio, CA",CA,4/30/2011,TRUE,5000,100
1321,2803,Lexington Battle-Green BBQ Festival,"Lexington, MA",MA,4/16/2011,TRUE,4000,100
1322,2804,"Brentwood PAL Presents ""Blues, Brews & BBQ's"" at The Streets","Brentwood, CA",CA,5/27/2011,TRUE,6900,80
1323,2805,All American,"Rancho Cordova, CA",CA,7/2/2011,FALSE,5000,100
1324,2806,International Goat Days Barbecue Bash,"Millington, TN",TN,9/9/2011,TRUE,5500,100
1325,2808,Golden City Rockn' Blues & BBQ State Championship,"Golden City, MO",MO,10/7/2011,TRUE,6000,100
1326,2809,North Platte Honky Tonk Barbecue Festival,"North Platte, NE",NE,5/6/2011,TRUE,10000,100
1327,2810,Riverside BBQ Classic,"Iola, KS",KS,7/29/2011,TRUE,3500,100
1328,2811,SC Festival of Discovery,"Greenwood, SC",SC,7/8/2011,TRUE,20000,100
1329,2812,The Original SD BBQ Championships,"Huron, SD",SD,6/3/2011,TRUE,11675,71
1330,2813,Smokin in the Oaks BBQ Championship,"Penn Valley, CA",CA,6/3/2011,TRUE,5000,50
1331,2814,Smokin in Mesquite BBQ Championship,"Mesquite, NV",NV,9/2/2011,TRUE,39250,95
1332,2815,Best Dam BBQ Cookoff,"Benton, IL",IL,7/1/2011,TRUE,4375,99
1333,2816,Troy Pig Out,"Troy, NY",NY,7/16/2011,TRUE,8000,100
1334,2817,Smoketoberfest BBQ Challenge,"Chambersburg, PA",PA,10/14/2011,TRUE,6500,100
1335,2818,The Desoto Shrine Club 3rd Annual 2011 BBQ Cook Off,"Hernando, MS",MS,6/10/2011,TRUE,7500,100
1336,2820,19th Annual Cape Girardeau Jaycees,"Cape Girardeau, MO",MO,8/26/2011,TRUE,5450,100
1337,2821,Sertoma Summer Sizzle,"Springfield, MO",MO,9/16/2011,TRUE,6000,
1338,2822,Pigs & Peaches BBQ Festival,"Kennesaw, GA",GA,8/26/2011,TRUE,10750,100
1339,2823,"Russell Main Street's Bricks, Broncs & BBQ","Russell, KS",KS,9/23/2011,TRUE,,59
1340,2824,Midwest BBQ Throwdown,"Mt. Morris, MI",MI,6/17/2011,TRUE,6000,
1341,2825,Belleville Rotary Dadfest at Eckert's,"Belleville, IL",IL,6/17/2011,TRUE,5000,100
1342,2826,Dana Point BBQ Championship,"Dana Point, CA",CA,9/23/2011,TRUE,10000,100
1343,2827,30th Annual Show-Me State Championship,"Kennett, MO",MO,4/22/2011,FALSE,7000,100
1344,2828,Canterbury Park State BBQ Contest,"Shakopee, MN",MN,6/10/2011,TRUE,25340,100
1345,2829,Pala's Buffalo Ranch BBQ,"Buffalo Ranch at Pala Casino, Pala, CA",CA,4/1/2011,TRUE,7600,100
1346,2830,Carolina Smoke-off,"Gastonia, NC",NC,10/28/2011,FALSE,,
1347,2831,Heart of Kentucky Bourbon & BBQ Musicfest,"Lebanon, KY",KY,5/20/2011,TRUE,9200,100
1348,2833,"Cars, Blues & BBQ","Alton, IL",IL,6/25/2011,TRUE,3600,100
1349,2871,Sam's Club BBQ Competition,"Gilbert, AZ",AZ,4/8/2011,TRUE,10000,100
1350,2873,Sam's Club BBQ Competition,"Austin, TX",TX,5/13/2011,FALSE,10000,100
1351,2874,Sam's Club BBQ Competition,"Conroe, TX",TX,5/20/2011,FALSE,10000,100
1352,2875,Sam's Club BBQ Competition,"Sacramento (N), CA",CA,4/15/2011,FALSE,10000,100
1353,2876,Sam's Club BBQ Competition,"Overland Park, KS",KS,7/1/2011,FALSE,10000,100
1354,2877,Sam's Club BBQ Competition,"Sante Fe , NM",NM,4/22/2011,FALSE,10000,100
1355,2878,Sam's Club BBQ Competition,"Loveland, CO",CO,4/29/2011,TRUE,10000,100
1356,2879,Sam's Club BBQ Competition (Regional),"Las Vegas (N), NV",NV,5/6/2011,FALSE,20000,100
1357,2880,Sam's Club BBQ Competition,"Midwest City, OK",OK,7/8/2011,FALSE,10000,100
1358,2881,Sam's Club BBQ Competition,"Baton Rouge, LA",LA,5/27/2011,FALSE,10000,100
1359,2885,Sam's Club BBQ Competition (Regional),"Fort Worth (SW) , TX",TX,7/15/2011,FALSE,20000,100
1360,2886,Sam's Club BBQ Competition ,"Memphis, TN",TN,7/22/2011,FALSE,10000,100
1361,2887,Sam's Club BBQ Competition,"Birmingham, AL",AL,8/5/2011,FALSE,10000,100
1362,2888,Sam's Club BBQ Competition,"Marietta, GA",GA,8/19/2011,FALSE,10000,100
1363,2889,Sam's Club BBQ Competition,"Orlando, FL",FL,8/26/2011,FALSE,10000,100
1364,2890,Sam's Club BBQ Competition (Regional),"Jackson, TN",TN,10/7/2011,FALSE,20000,100
1365,2891,Sam's Club BBQ Competition (National),"Bentonville, AR",AR,10/14/2011,FALSE,100000,100
1366,2892,Sam's Club BBQ Competition,"Greensboro, NC",NC,9/9/2011,FALSE,10000,100
1367,2893,Sam's Club BBQ Competition,"Chesapeake, VA",VA,9/16/2011,FALSE,10000,100
1368,2894,Sam's Club BBQ Competition,"Pittsburgh, PA",PA,9/23/2011,FALSE,10000,89
1369,2896,Sam's Club BBQ Competition,"Evergreen Park, IL",IL,6/3/2011,FALSE,10000,100
1370,2897,Sam's Club BBQ Competition,"Traverse City, MI",MI,6/10/2011,FALSE,10000,100
1371,2898,Sam's Club BBQ Competition,"Madison, WI",WI,6/17/2011,FALSE,10000,100
1372,2899,Sam's Club BBQ Competition,"Woodbury, MN",MN,6/24/2011,FALSE,10000,100
1373,2900,Sam's Club BBQ Competition (Regional),"Indianapolis, IN",IN,8/12/2011,FALSE,20000,100
1374,2907,"Bikes, Blues & BBQ","Fayetteville, AR",AR,9/30/2011,TRUE,19200,100
1375,2908,Cape Cod BBQ Championship,"Sandwich, MA",MA,6/11/2011,TRUE,3000,100
1376,2909,Platte City BBQ Cook-Off,"Platte City, MO",MO,5/6/2011,TRUE,4775,95
1377,2910,7th Annual Wildblue BBQ,"Burlington, KS",KS,7/15/2011,TRUE,7130,100
1378,2911,Jasper Strassenfest Barbeque Contest,"Jasper, IN",IN,8/5/2011,TRUE,7500,100
1379,2912,Colorado Barbecue Challenge,"Frisco, CO",CO,6/17/2011,TRUE,14475,
1380,2913,When Pigs Fly BBQ Contest & Fly In,"McPherson, KS",KS,8/26/2011,TRUE,5000,75
1381,2915,The Med City BBQ,"Rochester, MN",MN,8/12/2011,TRUE,10000,100
1382,2916,Hermann BarBQ and Brats Festival,"Hermann, MO",MO,9/23/2011,TRUE,4100,100
1383,2917,The Great Pacific BBQ,"Pacific, MO",MO,8/12/2011,TRUE,7850,100
1384,2918,Oinktoberfest,"Clarence, NY",NY,9/23/2011,TRUE,8625,100
1385,2919,Blue Ridge BBQ & Music Festival,"Tryon, NC",NC,6/10/2011,TRUE,21100,100
1386,2920,Crossroads BBQ Cookoff,"Cameron, MO",MO,7/1/2011,TRUE,6100,41
1387,2921,Up in Smoke BBQ Bash,"Mason City, IA",IA,7/22/2011,TRUE,14055,100
1388,2922,Super City Blues & Ques,"Metropolis, IL",IL,10/7/2011,TRUE,7000,99
1389,2924,Smokin' Q Classic BBQ,"Vista, CA",CA,8/5/2011,TRUE,6200,100
1390,2925,Flint Hills Beef Fest BBQ,"Emporia, KS",KS,8/19/2011,TRUE,6000,100
1391,2926,Smokin Brew BBQ,"Parker, CO",CO,9/2/2011,TRUE,7550,100
1392,2927,Autumn Blaze BBQ Smokeoff,"Garnett, KS",KS,10/14/2011,TRUE,5000,66
1393,2928,Squealin' on the Square,"Laurens, SC",SC,9/30/2011,TRUE,3225,100
1394,2929,Recovery Fest,"Glen Allen, VA",VA,9/16/2011,TRUE,5000,100
1395,2930,7th Annual U.P. Hog Wild,"Kingsford, MI",MI,7/15/2011,TRUE,7500,100
1396,2932,Cherokee Pignic,"Canton, GA",GA,10/14/2011,TRUE,12500,100
1397,2933,SMSU Smokefest,"Marshall, MN",MN,8/19/2011,TRUE,8600,81
1398,2934,"Blues, BBQ & Bargains","Hays, KS",KS,7/15/2011,TRUE,5000,85
1399,2935,Lake Oconee BBQ Classic,"Greensboro, GA",GA,9/23/2011,TRUE,8000,100
1400,2936,Anthony Downs BBQ,"Anthony, KS",KS,7/15/2011,TRUE,7500,56
1401,2937,Battle of the BBQ Brethren-Smokin' at the Maples,"Manorsville, NY",NY,8/6/2011,TRUE,6500,100
1402,2938,Smokin 'n' the Ville,"Edwardsville, KS",KS,9/16/2011,TRUE,,80
1403,2939,Covered Bridge 'Que,"Euharlee, GA",GA,6/3/2011,TRUE,5000,100
1404,2940,R' Kansas City State Championship BBQ,"Arkansas City, KS",KS,4/29/2011,TRUE,5000,85
1405,2941,Smoke on the Square BBQ Competition,"Franklin, IN",IN,6/24/2011,TRUE,3000,
1406,2942,Wine Country Big Q,"Santa Rosa, CA",CA,9/9/2011,TRUE,7500,100
1407,2943,United Way of Robertson County Big BBQ Bash,"Springfield, TN",TN,10/14/2011,TRUE,6500,100
1408,2944,Tennessee Funfest,"Memphis, TN",TN,6/17/2011,TRUE,,
1409,2945,Battle of Brandon BBQ Challenge,"Brandon, MS",MS,5/13/2011,TRUE,5000,
1410,2947,33rd Annual YCCA Home & Garden BBQ Cook-off,"Prescott, AZ",AZ,5/13/2011,TRUE,10000,50
1411,2948,Wheels 'N' Squeels BBQ Challenge,"Olathe, KS",KS,8/5/2011,TRUE,9750,100
1412,2949,Smoke on the River,"Heber City, UT",UT,6/10/2011,FALSE,9000,
1413,2951,East Central State BBQ Cook-off,"Paola, KS",KS,8/26/2011,TRUE,5530,100
1414,2952,BBQ & Blues in the Park,"Mount Holly, NJ",NJ,7/29/2011,TRUE,5250,96
1415,2953,Tonganoxie Days BBQ Blowout,"Tonganoxie, KS",KS,6/10/2011,TRUE,2540,92
1416,2954,"RiverFest:Red, White & Que Nebraska State BBQ Championship","Bellevue, NE",NE,7/15/2011,TRUE,8100,100
1417,2955,Pelahatchie BBQ Festival,"Pelahatchie, MS",MS,4/1/2011,TRUE,4775,36
1418,2956,Charbroil Pig Bowl State Championship,"Columbus, GA",GA,5/6/2011,TRUE,7500,100
1419,2957,Holbrook Ace In The Hole,"Holbrook, AZ",AZ,7/8/2011,TRUE,10000,100
1420,2958,Smokin' at the Ballpark,"Old Orchard Beach, ME",ME,6/24/2011,TRUE,7500,
1421,2959,"Brews, Views & Bar-B-Ques","Sisters, OR",OR,6/25/2011,TRUE,7500,73
1422,2960,1st Annual Bluemont BBQ Bash,"Bluemont, VA",VA,7/29/2011,TRUE,5000,100
1423,2962,Orleans Casino USA Barbecue Championship,"Las Vegas, NV",NV,5/21/2011,TRUE,125000,100
1424,2963,"Cass County """"Cookin' at the Fair""""","Weeping Water, NE",NE,8/12/2011,TRUE,7800,100
1425,2964,Prairie Band Casino Open Barbecue Contest,"Mayetta, KS",KS,6/17/2011,FALSE,8820,100
1426,2966,Great American Barbecue Festival,"Overland Park, KS",KS,5/20/2011,TRUE,14950,100
1427,2967,Central Illinois Bragging Rights,"Arthur , IL",IL,10/7/2011,TRUE,7000,100
1428,2968,Grillin' for our Girls,"Willowbrook, IL",IL,6/4/2011,TRUE,3300,
1429,2969,Smokin' in the Bogs,"Warrens, WI",WI,9/2/2011,TRUE,4775,100
1430,2970,Smokin' on the Lake,"Monroe City, MO",MO,5/20/2011,TRUE,4775,50
1431,2971,Bands & BBQ at the Point,"Carrollton, KY",KY,9/9/2011,TRUE,5000,100
1432,2972,Barbeque in the Bluffs,"Council Bluffs, IA",IA,5/13/2011,TRUE,5740,100
1433,2974,Taste of Country BBQ Nationals,"Amarillo, TX",TX,5/27/2011,TRUE,12500,22
1434,2975,Taste of Country BBQ Nationals,"Saratoga, NY",NY,7/29/2011,FALSE,12500,94
1435,2989,BBQ in the Park,"La Porte City, IA",IA,7/16/2011,TRUE,2800,93
1436,2990,10th Annual MD State BBQ Bash,"Bel Air, MD",MD,8/12/2011,TRUE,11600,100
1437,2991,Rock 'n' Ribsfest -NH State BBQ Championship,"Merrimack, NH",NH,6/17/2011,TRUE,2950,100
1438,2995,Taste of Grand Rapids State BBQ Championship,"Grand Rapids, MI",MI,7/22/2011,TRUE,6350,100
1439,2996,Lincolnton Hog Happenin',"Lincolnton, NC",NC,6/3/2011,TRUE,8450,100
1440,2998,Jesse James Barbeque Cook-Out,"Kearney, MO",MO,9/16/2011,TRUE,5025,100
1441,2999,Blue Springs Blaze-Off,"Blue Springs, MO",MO,9/9/2011,TRUE,10000,100
1442,3000,Manitoba Open Barbeque Championship,"Morden Manitoba, CN",CN,8/27/2011,FALSE,75,100
1443,3002,Beltway BBQ Showdown,"Upper Marlboro, MD",MD,6/3/2011,TRUE,5000,100
1444,3003,BBQ on the River and Fly In Contest,"Excelsior Springs, MO",MO,8/19/2011,TRUE,10000,100
1445,3005,Columbia Elks Lodge  #594,"Columbia, MO",MO,5/6/2011,TRUE,3000,100
1446,3006,Great Mall Olathe BBQ Contest (FULL),"Olathe, KS",KS,7/22/2011,TRUE,7500,100
1447,3007,Sooie't Relief BBQ Benefit,"Greer, SC",SC,8/26/2011,TRUE,4000,100
1448,3008,O'Town BBQ Showdown,"Ottumwa, IA",IA,6/10/2011,TRUE,10000,100
1449,3009,Pork in the Pines 2011,"Cle Elum, WA",WA,7/22/2011,TRUE,10000,100
1450,3010,Sertoma 48 BBQ,"Lawrence, KS",KS,5/6/2011,TRUE,4800,100
1451,3011,Valley Center Chamber of Commerce Spring Fling,"Valley Center, KS",KS,5/6/2011,TRUE,970,100
1452,3012,Grill Games,"Kenosha, WI",WI,8/26/2011,TRUE,6200,100
1453,3014,Armada Meats & Motors Cook-Off,"Armada, MI",MI,6/3/2011,FALSE,3000,100
1454,3015,"Crossborder Blues, Brews & Que","Wilson, NY",NY,6/17/2011,FALSE,2400,100
1455,3022,Sizzling Seven!!!,"Omaha, NE",NE,6/10/2011,TRUE,6668,100
1456,3037,Taste of Country BBQ Nationals,"Buffalo, NY",NY,8/5/2011,FALSE,12500,100
1457,3041,Shawnee Great Grillers State Championship,"Shawnee, KS",KS,9/23/2011,TRUE,4625,100
1458,3042,Get Your Pig On~Sedona,"Sedona, AZ",AZ,7/22/2011,TRUE,5500,100
1459,3043,Grill for a Grand 2,"Suquamish, WA",WA,9/4/2011,FALSE,9250,41
1460,3044,Racing for the BBQ,"Lee's Summit, MO",MO,7/29/2011,TRUE,4250,100
1461,3045,"Ribs and Kids """"Q""""","Tuscumbia, MO",MO,8/12/2011,TRUE,2500,100
1462,3046,Boise Music Festival Presents Idaho State BBQ Championship,"Boise, ID",ID,7/22/2011,TRUE,10000,89
1463,3048,Cookeville Cookoff,"Cookeville, TN",TN,9/9/2011,TRUE,9700,
1464,3051,"Blues, Views and BBQ (Competitor's Series)","Westport, CT",CT,9/24/2011,FALSE,,100
1465,3052,The Harpoon Championships of New England BBQ,"Windsor, VT",VT,7/22/2011,TRUE,5700,100
1466,3053,Roots 'n Blues 'n BBQ,"Columbia, MO",MO,9/9/2011,TRUE,15000,100
1467,3054,All American BBQ Bash,"Ames, IA",IA,9/3/2011,TRUE,10000,100
1468,3055,Master's of the BBQ Challenge (Competitor's Series),"White Sulphur Springs, MT",MT,7/29/2011,FALSE,2000,13
1469,3058,New Jersey State Barbecue Championship,"North Wildwood, NJ",NJ,7/8/2011,TRUE,8500,100
1470,3059,Thunder in the Park BBQ,"Connersville, IN",IN,9/3/2011,TRUE,3000,
1471,3060,3rd Annual Southern York County BBQ Cook-Off,"York, PA",PA,9/9/2011,TRUE,4850,100
1472,3061,Dodge City Days Barbecue State Championship Cook-Off,"Dodge City, KS",KS,7/29/2011,TRUE,10450,100
1473,3062,Shenandoah Valley BBQ Fest,"Woodstock, VA",VA,10/21/2011,TRUE,,100
1474,3064,Wakefield Rotary Campus Cookoff & State BBQ Championships,"Kingston, RI",RI,7/21/2012,FALSE,4400,100
1475,3096,Queen City BBQ Cook-Off,"Clarksville, TN",TN,6/17/2011,FALSE,6150,100
1476,3097,The BBQ Skirmish,"Gettysburg, PA",PA,7/13/2012,TRUE,3450,100
1477,3098,Smokin' on the Pecos,"Artesia, NM",NM,6/29/2012,TRUE,10000,76
1478,3099,Smoke on the Water Arkansas Barbecue Championship,"Pine Bluff, AR",AR,9/16/2011,TRUE,25000,100
